timestamp,FQDN_count,subdomain_length,upper,lower,numeric,entropy,special,labels,labels_max,labels_average,len,subdomain,longest_word,sld,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Mean,Bwd Packet Length Mean,Fwd Packets/s,Bwd Packets/s,Fwd IAT Mean,Bwd IAT Mean,Flow IAT Mean,Flow Packets/s,Flow Bytes/s
2020-11-23 20:42:08.398032,2,0,2,0,0,1.0566416671474377,0,1,2,2.0,3,0,10,32,46,2,0,2822.0,0.0,1411.0,0.0,43478.260869565216,0.0,46.0,0.0,46.0,43478.260869565216,61347826.08695652
2020-11-21 15:17:01.868885,27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,14,1,2,5,46,2,0,60.0,0.0,30.0,0.0,43478.260869565216,0.0,46.0,0.0,46.0,43478.260869565216,1304347.8260869563
2020-11-20 20:52:04.061542,9,0,0,8,0,2.15413541726763,1,2,5,4.0,6,0,302,359,49,2,0,2738.0,0.0,1369.0,0.0,40816.32653061225,0.0,49.0,0.0,49.0,40816.32653061225,55877551.02040817
2020-11-20 17:44:34.423527,25,8,0,10,9,2.78621562566106,6,6,7,3.333333333333333,12,1,2,5,200,2,2,84.0,204.0,42.0,102.0,10000.0,10000.0,3.0,48.0,66.66666667,20000.0,1440000.0
2020-11-21 17:56:31.902574,13,0,0,12,0,2.9631196533066344,1,2,10,6.0,11,0,670,1340,4,2,0,330.0,0.0,165.0,0.0,500000.0,0.0,4.0,0.0,4.0,500000.0,82500000.0
2020-11-21 02:00:32.696698,16,10,0,12,0,3.077819531114783,4,3,5,4.666666666666667,16,1,668,791,47,2,0,2930.0,0.0,1465.0,0.0,42553.191489361714,0.0,47.0,0.0,47.0,42553.191489361714,62340425.53191489
2020-11-20 20:19:07.551110,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,3,9,84,2,0,2896.0,0.0,1448.0,0.0,23809.52380952381,0.0,84.0,0.0,84.0,23809.52380952381,34476190.47619048
2020-11-20 21:34:52.175649,27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,14,1,2,5,69147,1,1,46.0,148.0,46.0,148.0,14.4619434,14.4619434,0.0,0.0,69147.0,28.92388679,2805.617019
2020-11-21 15:10:30.150908,14,0,0,13,0,2.7813014714884527,1,2,10,6.5,11,0,1165,941,48,2,0,1936.0,0.0,968.0,0.0,41666.66666666666,0.0,48.0,0.0,48.0,41666.66666666666,40333333.333333336
2020-11-24 08:19:49.931873,27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,14,1,2,5,23620,1,1,59.0,120.0,59.0,120.0,42.33700254,42.33700254,0.0,0.0,23620.0,84.67400508,7578.323455
2020-11-20 17:03:00.336725,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,3,9,45,2,0,1116.0,0.0,558.0,0.0,44444.444444444445,0.0,45.0,0.0,45.0,44444.444444444445,24800000.0
2020-11-20 15:29:21.245464,27,10,0,10,11,2.767194748898957,6,6,7,3.6666666666666665,14,1,2,5,31160,1,1,54.0,108.0,54.0,108.0,32.09242619,32.09242619,0.0,0.0,31160.0,64.18485237,5198.973042
2020-11-24 02:59:18.726609,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,3,9,3539,10,0,14720.0,0.0,1472.0,0.0,2825.656965244419,0.0,393.22222222222223,0.0,393.22222222222223,2825.656965244419,4159367.052839785
2020-11-20 15:48:39.813874,8,0,0,7,0,1.8208020839342969,1,2,5,3.5,6,0,317,380,2,2,0,2488.0,0.0,1244.0,0.0,1000000.0,0.0,2.0,0.0,2.0,1000000.0,1244000000.0
2020-11-22 13:39:28.641646,27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,14,1,2,5,60540,1,1,56.0,156.0,56.0,156.0,16.51800463,16.51800463,0.0,0.0,60540.0,33.03600925,3501.816981
2020-11-22 21:29:04.498246,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,3,9,23311,1,1,56.0,72.0,56.0,72.0,42.89820257,42.89820257,0.0,0.0,23311.0,85.79640513,5490.969928
2020-11-20 16:51:06.135894,9,0,0,8,0,1.8208020839342969,1,2,5,4.0,6,0,936,1058,26516,150,0,66000.0,0.0,440.0,0.0,5656.961834364157,0.0,177.95973154362403,0.0,177.95973154362403,5656.961834364157,2489063.207120229
2020-11-24 23:57:50.926450,27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,14,1,2,5,49,2,0,2878.0,0.0,1439.0,0.0,40816.32653061225,0.0,49.0,0.0,49.0,40816.32653061225,58734693.87755102
2020-11-23 00:02:02.786141,27,10,0,10,11,2.767194748898957,6,6,7,3.6666666666666665,14,1,2,5,46,2,0,2304.0,0.0,1152.0,0.0,43478.260869565216,0.0,46.0,0.0,46.0,43478.260869565216,50086956.52173913
2020-11-20 15:53:31.201245,15,0,0,13,0,2.373266667948722,2,3,8,4.333333333333333,9,0,1044,937,2,2,0,1468.0,0.0,734.0,0.0,1000000.0,0.0,2.0,0.0,2.0,1000000.0,734000000.0
2020-11-22 21:23:24.481070,27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,14,1,2,5,23516,1,1,49.0,65.0,49.0,65.0,42.52423882,42.52423882,0.0,0.0,23516.0,85.04847763,4847.763225
2020-11-22 14:42:44.617064,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,3,9,287,2,0,2944.0,0.0,1472.0,0.0,6968.641114982579,0.0,287.0,0.0,287.0,6968.641114982579,10257839.721254356
2020-11-24 03:40:27.869890,27,10,0,10,11,2.767194748898957,6,6,7,3.6666666666666665,14,1,2,5,5,2,0,2796.0,0.0,1398.0,0.0,400000.0,0.0,5.0,0.0,5.0,400000.0,559200000.0
2020-11-24 04:19:04.569499,27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,14,1,2,5,30619,1,1,56.0,84.0,56.0,84.0,32.65945981,32.65945981,0.0,0.0,30619.0,65.31891963,4572.324374
2020-11-21 17:39:16.439152,20,3,0,18,0,2.9056390622295662,2,3,12,6.0,16,1,280,44,28236,170,0,74800.0,0.0,440.0,0.0,6020.682816262926,0.0,167.0769230769231,0.0,167.0769230769231,6020.682816262926,2649100.439155688
2020-11-21 02:18:31.845361,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,3,9,30835,1,1,56.0,137.0,56.0,137.0,32.43067942,32.43067942,0.0,0.0,30835.0,64.86135885,6259.121129
2020-11-23 22:24:14.931261,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,3,9,572,4,0,5888.0,0.0,1472.0,0.0,6993.006993006993,0.0,190.66666666666669,0.0,190.66666666666669,6993.006993006993,10293706.293706294
2020-11-21 03:50:50.967544,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,3,9,20599,2,2,86.0,204.0,43.0,102.0,97.09209184911887,97.09209184911887,1.0,2.0,6866.333333333334,194.1841836982377,14078.35331812224
2020-11-21 17:41:01.335210,11,0,0,10,0,2.625,1,2,7,5.0,8,0,606,734,173,2,0,2848.0,0.0,1424.0,0.0,11560.693641618496,0.0,173.0,0.0,173.0,11560.693641618496,16462427.74566474
2020-11-20 18:39:14.665443,11,0,0,10,0,2.625,1,2,7,5.0,8,0,497,968,69818,200,0,87280.0,0.0,436.4,0.0,2864.5907932051905,0.0,350.84422110552765,0.0,350.84422110552765,2864.5907932051905,1250107.422154745
2020-11-21 04:51:31.331684,25,8,0,10,9,2.556641667147437,6,6,7,3.333333333333333,12,1,2,5,255,6,0,8832.0,0.0,1472.0,0.0,23529.41176470588,0.0,51.0,0.0,51.0,23529.41176470588,34635294.11764706
2020-11-20 18:45:41.994837,6,0,0,5,0,1.5,1,2,3,2.5,4,0,858,996,43,2,0,2572.0,0.0,1286.0,0.0,46511.62790697674,0.0,43.0,0.0,43.0,46511.62790697674,59813953.48837209
2020-11-21 15:52:00.977037,20,0,0,18,0,3.449677526931881,2,2,16,9.5,17,0,343,422,17,2,0,724.0,0.0,362.0,0.0,117647.0588235294,0.0,17.0,0.0,17.0,117647.0588235294,42588235.29411765
2020-11-20 17:29:13.350573,10,0,0,9,0,1.4413202900260225,1,2,6,4.5,7,0,134,196,6,2,0,2704.0,0.0,1352.0,0.0,333333.33333333326,0.0,6.0,0.0,6.0,333333.33333333326,450666666.6666666
2020-11-24 11:56:01.478394,25,8,0,10,9,2.556641667147437,6,6,7,3.333333333333333,12,1,2,5,30423,1,1,72.0,154.0,72.0,154.0,32.86986819,32.86986819,0.0,0.0,30423.0,65.73973638,7428.590211
2020-11-21 02:32:33.847129,19,3,0,17,0,2.929438722423719,2,3,11,5.666666666666667,15,1,790,131,52,2,0,246.0,0.0,123.0,0.0,38461.53846153846,0.0,52.0,0.0,52.0,38461.53846153846,4730769.230769231
2020-11-24 03:39:47.575385,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,3,9,610,1,1,41.0,236.0,41.0,236.0,1639.344262,1639.344262,0.0,0.0,610.0,3278.688525,454098.3607
2020-11-21 14:28:11.838178,14,3,0,12,0,2.3490389712917734,2,3,7,4.0,11,1,992,1116,221,2,0,2640.0,0.0,1320.0,0.0,9049.773755656108,0.0,221.0,0.0,221.0,9049.773755656108,11945701.357466064
2020-11-24 02:09:05.291349,27,10,0,10,11,2.767194748898957,6,6,7,3.6666666666666665,14,1,2,5,867,4,0,1708.0,0.0,427.0,0.0,4613.610149942329,0.0,289.0,0.0,289.0,4613.610149942329,1970011.5340253748
2020-11-21 01:03:03.054815,27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,14,1,2,5,1,2,0,2704.0,0.0,1352.0,0.0,2000000.0,0.0,1.0,0.0,1.0,2000000.0,2704000000.0
2020-11-21 02:35:27.994339,23,0,0,21,0,3.330342939926647,2,2,19,11.0,20,0,528,654,47,2,0,2068.0,0.0,1034.0,0.0,42553.191489361714,0.0,47.0,0.0,47.0,42553.191489361714,44000000.0
2020-11-24 10:58:28.112040,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,3,9,1,2,0,2400.0,0.0,1200.0,0.0,2000000.0,0.0,1.0,0.0,1.0,2000000.0,2400000000.0
2020-11-20 18:50:06.557899,14,3,0,11,0,1.7806390622295662,3,4,4,2.75,8,1,1227,1392,15,2,0,982.0,0.0,491.0,0.0,133333.33333333337,0.0,15.0,0.0,15.0,133333.33333333337,65466666.66666666
2020-11-23 22:08:38.675016,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,3,9,60136,1,1,51.0,111.0,51.0,111.0,16.62897432,16.62897432,0.0,0.0,60136.0,33.25794865,2693.893841
2020-11-21 03:33:12.147266,26,9,0,10,10,2.742337624271511,6,6,7,3.5,13,1,2,5,120,2,0,2652.0,0.0,1326.0,0.0,16666.666666666668,0.0,120.0,0.0,120.0,16666.666666666668,22100000.0
2020-11-24 11:26:46.105156,26,9,0,10,10,2.742337624271511,6,6,7,3.5,13,1,2,5,50966,1,1,44.0,60.0,44.0,60.0,19.62092375,19.62092375,0.0,0.0,50966.0,39.24184751,2040.57607
2020-11-24 00:03:40.499049,26,9,0,10,10,2.742337624271511,6,6,7,3.5,13,1,2,5,30173,1,1,55.0,183.0,55.0,183.0,33.14221324,33.14221324,0.0,0.0,30173.0,66.28442647,7887.84675
2020-11-21 01:27:08.733419,27,10,0,10,11,2.4814804631846705,6,6,7,3.6666666666666665,14,1,2,5,2,2,0,202.0,0.0,101.0,0.0,1000000.0,0.0,2.0,0.0,2.0,1000000.0,101000000.0
2020-11-22 12:51:48.993505,15,0,0,13,0,3.261944355207162,2,2,12,7.0,13,0,1082,962,211748,4,0,2904.0,0.0,726.0,0.0,18.890379129909142,0.0,70582.66666666666,0.0,70582.66666666666,18.890379129909142,13714.415248314031
2020-11-21 17:12:22.324842,20,6,0,17,0,2.9542520475148546,3,4,6,4.25,13,1,579,705,221,2,0,2736.0,0.0,1368.0,0.0,9049.773755656108,0.0,221.0,0.0,221.0,9049.773755656108,12380090.497737557
2020-11-23 18:43:33.852057,25,8,0,10,9,2.78621562566106,6,6,7,3.333333333333333,12,1,2,5,50,2,0,144.0,0.0,72.0,0.0,40000.0,0.0,50.0,0.0,50.0,40000.0,2880000.0
2020-11-21 15:59:36.305386,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,3,9,30669,1,1,47.0,174.0,47.0,174.0,32.60621474,32.60621474,0.0,0.0,30669.0,65.21242949,7205.973459
2020-11-23 00:11:40.940682,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,3,9,536580,1,1,43.0,105.0,43.0,105.0,1.863655,1.863655,0.0,0.0,536580.0,3.72731,275.82094
2020-11-20 14:12:55.731193,25,8,0,10,9,2.556641667147437,6,6,7,3.333333333333333,12,1,2,5,30156,1,1,54.0,98.0,54.0,98.0,33.16089667,33.16089667,0.0,0.0,30156.0,66.32179334,5040.456294
2020-11-21 02:25:36.859090,16,0,0,14,0,3.106829570482062,2,2,13,7.5,14,0,326,393,118187,200,0,88000.0,0.0,440.0,0.0,1692.2334943775547,0.0,593.9045226130651,0.0,593.9045226130651,1692.2334943775547,744582.7375261239
2020-11-22 22:32:10.744680,26,9,0,10,10,2.742337624271511,6,6,7,3.5,13,1,2,5,46,2,0,1166.0,0.0,583.0,0.0,43478.260869565216,0.0,46.0,0.0,46.0,43478.260869565216,25347826.086956523
2020-11-24 20:49:41.866111,32,0,32,0,0,2.7351318897194044,0,1,32,32.0,33,0,12,36,30842,2,2,84.0,116.0,42.0,58.0,64.8466377,64.8466377,3.0,4.0,10280.66667,129.6932754,6484.66377
2020-11-23 20:46:45.458995,26,9,0,10,10,2.742337624271511,6,6,7,3.5,13,1,2,5,46,2,0,972.0,0.0,486.0,0.0,43478.260869565216,0.0,46.0,0.0,46.0,43478.260869565216,21130434.78260869
2020-11-20 14:26:00.127088,25,8,0,10,9,2.556641667147437,6,6,7,3.333333333333333,12,1,2,5,6683818,2,2,103.0,477.0,51.5,238.5,0.299230171,0.299230171,6659549.0,6549344.0,2227939.333,0.598460341,86.77674946
2020-11-21 01:14:38.859156,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,3,9,32107,1,1,78.0,160.0,78.0,160.0,31.14585604,31.14585604,0.0,0.0,32107.0,62.29171209,7412.713738
2020-11-22 11:25:24.262433,27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,14,1,2,5,85926496,8,0,10992.0,0.0,1374.0,0.0,0.0931028305867377,0.0,12275213.714285716,0.0,12275213.714285716,0.0931028305867377,127.92328922617769
2020-11-24 04:13:47.167742,27,10,0,10,11,2.767194748898957,6,6,7,3.6666666666666665,14,1,2,5,30588,1,1,52.0,84.0,52.0,84.0,32.69255917,32.69255917,0.0,0.0,30588.0,65.38511835,4446.188048
2020-11-24 09:02:58.807902,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,3,9,2,2,0,2496.0,0.0,1248.0,0.0,1000000.0,0.0,2.0,0.0,2.0,1000000.0,1248000000.0
2020-11-24 17:07:11.335677,28,11,0,10,12,2.2057885242721635,6,6,7,3.8333333333333335,15,1,8,10,23489,1,1,57.0,114.0,57.0,114.0,42.57311933,42.57311933,0.0,0.0,23489.0,85.14623866,7280.003406
2020-11-24 17:31:48.073651,26,9,0,10,10,2.742337624271511,6,6,7,3.5,13,1,2,5,4,2,0,1190.0,0.0,595.0,0.0,500000.0,0.0,4.0,0.0,4.0,500000.0,297500000.0
2020-11-24 10:21:17.274878,26,9,0,10,10,2.742337624271511,6,6,7,3.5,13,1,2,5,1,2,0,1288.0,0.0,644.0,0.0,2000000.0,0.0,1.0,0.0,1.0,2000000.0,1288000000.0
2020-11-23 23:23:04.230165,27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,14,1,2,5,30573,1,1,57.0,112.0,57.0,112.0,32.70859909,32.70859909,0.0,0.0,30573.0,65.41719818,5527.753246
2020-11-22 13:00:54.246708,17,3,0,15,0,2.376577047182013,2,3,9,5.0,13,1,1119,1140,228,2,0,490.0,0.0,245.0,0.0,8771.929824561403,0.0,228.0,0.0,228.0,8771.929824561403,2149122.8070175443
2020-11-21 17:42:18.280467,27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,14,1,2,5,30715,1,1,51.0,67.0,51.0,67.0,32.55738239,32.55738239,0.0,0.0,30715.0,65.11476477,3841.771122
2020-11-22 11:49:11.684398,9,0,0,7,0,1.8208020839342969,2,2,5,4.0,6,0,1182,1337,29515,170,0,74800.0,0.0,440.0,0.0,5759.783161104523,0.0,174.6449704142012,0.0,174.6449704142012,5759.783161104523,2534304.5908859903
2020-11-24 06:08:48.610838,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,3,9,218398,200,0,88000.0,0.0,440.0,0.0,915.7593018251082,0.0,1097.4773869346734,0.0,1097.4773869346734,915.7593018251082,402934.0928030476
2020-11-21 17:56:14.901889,33,18,0,31,0,3.4794500822347683,2,3,18,10.333333333333334,29,1,431,1435,46,2,0,2510.0,0.0,1255.0,0.0,43478.260869565216,0.0,46.0,0.0,46.0,43478.260869565216,54565217.39130435
2020-11-24 21:57:23.936023,2,0,2,0,0,1.0566416671474377,0,1,2,2.0,3,0,10,32,3,2,0,2904.0,0.0,1452.0,0.0,666666.6666666665,0.0,3.0,0.0,3.0,666666.6666666665,968000000.0
2020-11-24 21:51:06.257640,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,3,9,30131,178,0,77888.0,0.0,437.5730337078652,0.0,5907.537088048853,0.0,170.23163841807926,0.0,170.23163841807926,5907.537088048853,2584978.9253592645
2020-11-24 07:47:45.334207,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,3,9,110902,174,0,76272.0,0.0,438.3448275862069,0.0,1568.952769111468,0.0,641.0520231213875,0.0,641.0520231213875,1568.952769111468,687742.3310670683
2020-11-23 20:07:16.212655,32,0,32,0,0,2.674525829113344,0,1,32,32.0,33,0,11,35,60389,1,1,50.0,91.0,50.0,91.0,16.55930716,16.55930716,0.0,0.0,60389.0,33.11861432,2334.862309
2020-11-20 17:25:38.264646,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,3,9,5,2,0,1168.0,0.0,584.0,0.0,400000.0,0.0,5.0,0.0,5.0,400000.0,233600000.0
2020-11-24 02:43:42.584824,26,9,0,10,10,2.742337624271511,6,6,7,3.5,13,1,2,5,141739,1,1,41.0,97.0,41.0,97.0,7.055221216,7.055221216,0.0,0.0,141739.0,14.11044243,973.6205279
2020-11-23 00:33:46.518383,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,3,9,103,4,0,5792.0,0.0,1448.0,0.0,38834.951456310686,0.0,34.33333333333333,0.0,34.33333333333333,38834.951456310686,56233009.70873786
2020-11-20 21:27:36.477405,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,3,9,84822,1,1,51.0,148.0,51.0,148.0,11.78939426,11.78939426,0.0,0.0,84822.0,23.57878852,2346.089458
2020-11-21 14:26:36.054505,17,0,0,16,0,2.963972427624918,1,2,13,8.0,14,0,1099,975,30366,200,0,88000.0,0.0,440.0,0.0,6586.313640255549,0.0,152.5929648241206,0.0,152.5929648241206,6586.313640255549,2897978.001712441
2020-11-24 20:17:13.317859,26,9,0,10,10,2.742337624271511,6,6,7,3.5,13,1,2,5,12445719,2,2,97.0,422.0,48.5,211.0,0.160697827,0.160697827,12300000.0,12400000.0,4148573.0,0.321395654,41.70108613
2020-11-24 04:31:16.958182,26,9,0,10,10,2.742337624271511,6,6,7,3.5,13,1,2,5,30500,1,1,43.0,108.0,43.0,108.0,32.78688525,32.78688525,0.0,0.0,30500.0,65.57377049,4950.819672
2020-11-24 00:05:42.287537,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,3,9,23360,200,0,88000.0,0.0,440.0,0.0,8561.643835616438,0.0,117.3869346733668,0.0,117.3869346733668,8561.643835616438,3767123.287671233
2020-11-22 21:11:17.189306,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,3,9,30646,200,0,88000.0,0.0,440.0,0.0,6526.13717940351,0.0,154.00000000000014,0.0,154.00000000000014,6526.13717940351,2871500.358937545
2020-11-22 13:52:24.318747,24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,3,9,33391,170,0,74800.0,0.0,440.0,0.0,5091.192237429248,0.0,197.5798816568048,0.0,197.5798816568048,5091.192237429248,2240124.584468869
2020-11-22 21:30:03.058716,27,10,0,10,11,2.767194748898957,6,6,7,3.6666666666666665,14,1,2,5,30307,1,1,52.0,180.0,52.0,180.0,32.99567757,32.99567757,0.0,0.0,30307.0,65.99135513,7654.997195
